Customer_ID,Age,Gender,Item_Purchased,Category,Purchase_Amount_USD,Location,Size,Color,Season,Review_Rating,Subscription_Status,Payment_Method,Shipping_Type,Discount_Applied,Promo_Code_Used,Previous_Purchases,Preferred_Payment_Method,Frequency_of_Purchases,Review_Rating_Categories
165,59,Male,Handbag,Accessories,65,Delaware,S,Purple,Spring,2.5999999046325684,Yes,Debit Card,Free Shipping,Yes,Yes,5,Credit Card,Fortnightly,Bad
166,42,Male,Handbag,Accessories,60,Kentucky,S,Yellow,Winter,2.799999952316284,Yes,Credit Card,Store Pickup,Yes,Yes,7,Cash,Monthly,Bad
167,46,Male,Sneakers,Footwear,31,Delaware,XL,Indigo,Fall,4.0,Yes,Cash,Store Pickup,Yes,Yes,30,Cash,Monthly,Good
168,33,Male,Gloves,Accessories,27,Arkansas,M,Green,Fall,4.0,Yes,Venmo,Express,Yes,Yes,14,Credit Card,Every 3 Months,Good
169,34,Male,Shoes,Footwear,80,Louisiana,M,Magenta,Summer,3.0,Yes,Bank Transfer,Express,Yes,Yes,5,Cash,Fortnightly,Bad
170,27,Male,Jacket,Outerwear,30,Nevada,S,Gold,Summer,3.299999952316284,Yes,Credit Card,Standard,Yes,Yes,3,PayPal,Every 3 Months,Good
171,52,Male,Shirt,Clothing,25,Wyoming,M,Maroon,Fall,2.5999999046325684,Yes,Venmo,Store Pickup,Yes,Yes,46,Venmo,Bi-Weekly,Bad
172,29,Male,Shorts,Clothing,35,Virginia,M,Blue,Summer,3.5999999046325684,Yes,Debit Card,Store Pickup,Yes,Yes,4,Credit Card,Weekly,Good
173,54,Male,Jewelry,Accessories,67,Nebraska,M,Violet,Summer,3.9000000953674316,Yes,Bank Transfer,Next Day Air,Yes,Yes,42,Credit Card,Bi-Weekly,Good
174,25,Male,Hat,Accessories,46,Hawaii,M,Turquoise,Fall,3.4000000953674316,Yes,PayPal,Standard,Yes,Yes,30,Cash,Annually,Good
175,41,Male,Shoes,Footwear,35,Vermont,L,Brown,Winter,3.5,Yes,Venmo,Express,Yes,Yes,37,Venmo,Annually,Good
176,53,Male,Coat,Outerwear,86,Oklahoma,L,Violet,Fall,2.799999952316284,Yes,Debit Card,Next Day Air,Yes,Yes,2,Bank Transfer,Annually,Bad
177,53,Male,Backpack,Accessories,81,New Hampshire,L,Black,Spring,2.700000047683716,Yes,Bank Transfer,Next Day Air,Yes,Yes,30,Credit Card,Quarterly,Bad
178,21,Male,Hoodie,Clothing,42,Kansas,L,Magenta,Fall,3.700000047683716,Yes,Debit Card,Next Day Air,Yes,Yes,47,Bank Transfer,Monthly,Good
179,61,Male,Skirt,Clothing,43,Idaho,L,Lavender,Fall,4.300000190734863,Yes,Debit Card,2-Day Shipping,Yes,Yes,21,PayPal,Quarterly,Good
180,64,Male,Boots,Footwear,31,Illinois,M,Violet,Fall,4.900000095367432,Yes,Debit Card,Store Pickup,Yes,Yes,9,Bank Transfer,Fortnightly,Very_Good
181,51,Male,Sandals,Footwear,81,South Dakota,L,Green,Fall,3.299999952316284,Yes,Cash,Store Pickup,Yes,Yes,12,Debit Card,Fortnightly,Good
182,32,Male,Pants,Clothing,61,Massachusetts,M,Beige,Summer,4.699999809265137,Yes,Venmo,Next Day Air,Yes,Yes,4,Bank Transfer,Weekly,Very_Good
183,38,Male,Gloves,Accessories,96,Alabama,XL,Purple,Summer,2.799999952316284,Yes,Venmo,Store Pickup,Yes,Yes,10,Debit Card,Annually,Bad
184,58,Male,Skirt,Clothing,29,Ohio,XL,Beige,Spring,3.5999999046325684,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,26,Credit Card,Weekly,Good
185,32,Male,Sneakers,Footwear,33,Hawaii,L,Cyan,Spring,3.0,Yes,Cash,Express,Yes,Yes,40,Cash,Fortnightly,Bad
186,46,Male,T-shirt,Clothing,32,Wisconsin,XL,Silver,Summer,4.5,Yes,Bank Transfer,Store Pickup,Yes,Yes,34,Bank Transfer,Fortnightly,Very_Good
187,39,Male,Backpack,Accessories,56,Minnesota,S,Lavender,Summer,2.9000000953674316,Yes,Debit Card,Standard,Yes,Yes,31,Debit Card,Annually,Bad
188,19,Male,Shoes,Footwear,94,Georgia,S,Purple,Spring,3.299999952316284,Yes,Credit Card,Store Pickup,Yes,Yes,1,Bank Transfer,Bi-Weekly,Good
189,50,Male,Hoodie,Clothing,53,Arkansas,M,Pink,Spring,3.0999999046325684,Yes,Credit Card,Express,Yes,Yes,5,Bank Transfer,Bi-Weekly,Bad
190,36,Male,Blouse,Clothing,82,West Virginia,M,Maroon,Fall,4.400000095367432,Yes,Venmo,Next Day Air,Yes,Yes,4,Credit Card,Weekly,Good
191,65,Male,Coat,Outerwear,70,Indiana,XL,Beige,Fall,3.0,Yes,Venmo,Free Shipping,Yes,Yes,48,Venmo,Quarterly,Bad
192,64,Male,Hat,Accessories,76,Utah,M,Gray,Fall,3.9000000953674316,Yes,Credit Card,Free Shipping,Yes,Yes,29,Cash,Every 3 Months,Good
193,46,Male,Shoes,Footwear,29,Nebraska,L,Turquoise,Summer,2.9000000953674316,Yes,Venmo,Express,Yes,Yes,12,PayPal,Bi-Weekly,Bad
194,36,Male,Belt,Accessories,100,North Dakota,S,Silver,Fall,3.0,Yes,PayPal,Standard,Yes,Yes,29,Venmo,Annually,Bad
195,51,Male,Backpack,Accessories,94,Missouri,M,Olive,Spring,3.0999999046325684,Yes,Venmo,Express,Yes,Yes,15,Debit Card,Quarterly,Bad
196,51,Male,Jacket,Outerwear,25,New York,M,Magenta,Fall,4.300000190734863,Yes,Credit Card,Free Shipping,Yes,Yes,34,Credit Card,Monthly,Good
197,38,Male,Boots,Footwear,88,Washington,M,Lavender,Summer,3.9000000953674316,Yes,Cash,Next Day Air,Yes,Yes,41,Credit Card,Fortnightly,Good
198,59,Male,Scarf,Accessories,78,South Carolina,M,Black,Fall,3.200000047683716,Yes,Debit Card,2-Day Shipping,Yes,Yes,41,Credit Card,Monthly,Good
199,57,Male,Jewelry,Accessories,45,Utah,M,Turquoise,Winter,4.800000190734863,Yes,Cash,Standard,Yes,Yes,39,Credit Card,Fortnightly,Very_Good
200,54,Male,Hat,Accessories,73,Idaho,XL,Green,Summer,3.799999952316284,Yes,Debit Card,Express,Yes,Yes,32,Cash,Weekly,Good
201,25,Male,Dress,Clothing,61,Pennsylvania,S,Teal,Summer,3.299999952316284,Yes,PayPal,Next Day Air,Yes,Yes,29,Venmo,Monthly,Good
202,69,Male,Blouse,Clothing,22,Missouri,S,Beige,Fall,4.300000190734863,Yes,Bank Transfer,Free Shipping,Yes,Yes,15,Bank Transfer,Annually,Good
203,57,Male,Hat,Accessories,38,Nebraska,L,Magenta,Spring,2.700000047683716,Yes,Bank Transfer,Express,Yes,Yes,33,Venmo,Annually,Bad
204,70,Male,Scarf,Accessories,38,Indiana,S,Yellow,Fall,3.200000047683716,Yes,PayPal,Next Day Air,Yes,Yes,18,Bank Transfer,Weekly,Good
205,24,Male,Sneakers,Footwear,100,Arizona,M,Yellow,Fall,4.0,Yes,PayPal,Store Pickup,Yes,Yes,35,Cash,Bi-Weekly,Good
206,67,Male,Shirt,Clothing,64,Hawaii,M,Silver,Winter,3.0,Yes,Bank Transfer,Standard,Yes,Yes,25,PayPal,Weekly,Bad
207,24,Male,T-shirt,Clothing,55,Wisconsin,L,Silver,Summer,4.199999809265137,Yes,Venmo,Free Shipping,Yes,Yes,6,Venmo,Fortnightly,Good
208,62,Male,Gloves,Accessories,91,Rhode Island,M,Silver,Summer,2.9000000953674316,Yes,Venmo,Express,Yes,Yes,17,Bank Transfer,Bi-Weekly,Bad
209,57,Male,Skirt,Clothing,38,Wisconsin,M,Gold,Spring,4.099999904632568,Yes,Cash,Store Pickup,Yes,Yes,17,Credit Card,Monthly,Good
210,55,Male,Sandals,Footwear,97,Minnesota,S,Olive,Winter,3.200000047683716,Yes,Bank Transfer,Store Pickup,Yes,Yes,44,Cash,Every 3 Months,Good
211,45,Male,Jacket,Outerwear,22,Vermont,L,Teal,Fall,3.0,Yes,Venmo,2-Day Shipping,Yes,Yes,6,PayPal,Fortnightly,Bad
212,69,Male,Skirt,Clothing,92,South Dakota,L,Maroon,Fall,4.199999809265137,Yes,Venmo,2-Day Shipping,Yes,Yes,45,Debit Card,Fortnightly,Good
213,67,Male,Handbag,Accessories,84,Virginia,L,Blue,Fall,4.199999809265137,Yes,Venmo,Express,Yes,Yes,7,Debit Card,Annually,Good
214,30,Male,Handbag,Accessories,93,Nevada,L,Peach,Fall,4.400000095367432,Yes,Cash,Store Pickup,Yes,Yes,11,Debit Card,Every 3 Months,Good
215,24,Male,Jacket,Outerwear,50,Hawaii,L,Blue,Summer,4.199999809265137,Yes,Cash,Next Day Air,Yes,Yes,41,Cash,Every 3 Months,Good
216,62,Male,Scarf,Accessories,64,New Jersey,S,Orange,Spring,2.799999952316284,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,24,PayPal,Bi-Weekly,Bad
217,43,Male,Shorts,Clothing,61,Massachusetts,L,Yellow,Spring,3.700000047683716,Yes,Cash,Free Shipping,Yes,Yes,21,Venmo,Weekly,Good
218,35,Male,Sunglasses,Accessories,48,Oklahoma,M,Purple,Winter,3.5,Yes,Venmo,Next Day Air,Yes,Yes,24,Bank Transfer,Annually,Good
219,28,Male,T-shirt,Clothing,45,California,S,Magenta,Spring,2.9000000953674316,Yes,Credit Card,Store Pickup,Yes,Yes,8,Credit Card,Quarterly,Bad
220,32,Male,Belt,Accessories,88,Nevada,M,Cyan,Spring,3.0,Yes,Venmo,Free Shipping,Yes,Yes,12,Cash,Fortnightly,Bad
221,39,Male,Sneakers,Footwear,57,Arizona,S,Indigo,Spring,3.700000047683716,Yes,Debit Card,Express,Yes,Yes,48,Debit Card,Fortnightly,Good
222,28,Male,Hat,Accessories,68,North Carolina,XL,Magenta,Summer,4.400000095367432,Yes,Debit Card,Store Pickup,Yes,Yes,6,Bank Transfer,Quarterly,Good
223,47,Male,Gloves,Accessories,94,New York,XL,Gray,Spring,4.5,Yes,Venmo,2-Day Shipping,Yes,Yes,14,PayPal,Fortnightly,Very_Good
224,20,Male,Pants,Clothing,41,Wyoming,M,Turquoise,Spring,4.800000190734863,Yes,Venmo,Free Shipping,Yes,Yes,34,PayPal,Annually,Very_Good
225,63,Male,Socks,Clothing,83,South Dakota,S,Beige,Summer,2.9000000953674316,Yes,PayPal,Free Shipping,Yes,Yes,12,Cash,Every 3 Months,Bad
226,25,Male,Jacket,Outerwear,22,Arkansas,M,Olive,Spring,3.200000047683716,Yes,Debit Card,Next Day Air,Yes,Yes,11,Bank Transfer,Annually,Good
227,29,Male,Shoes,Footwear,74,Texas,L,Violet,Spring,3.299999952316284,Yes,Cash,Free Shipping,Yes,Yes,5,PayPal,Monthly,Good
228,50,Male,Jeans,Clothing,90,Rhode Island,M,Turquoise,Winter,4.199999809265137,Yes,Venmo,Standard,Yes,Yes,25,Venmo,Fortnightly,Good
229,18,Male,Socks,Clothing,79,New Hampshire,M,White,Spring,2.9000000953674316,Yes,Credit Card,Store Pickup,Yes,Yes,11,Credit Card,Annually,Bad
230,70,Male,Sandals,Footwear,28,Ohio,S,Silver,Spring,4.599999904632568,Yes,Cash,Next Day Air,Yes,Yes,27,PayPal,Every 3 Months,Very_Good
231,66,Male,Scarf,Accessories,88,Utah,L,Olive,Fall,4.099999904632568,Yes,Venmo,Standard,Yes,Yes,43,Credit Card,Annually,Good
232,28,Male,Blouse,Clothing,26,Tennessee,M,Blue,Spring,3.0999999046325684,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,18,Debit Card,Every 3 Months,Bad
233,54,Male,Jewelry,Accessories,27,Hawaii,L,Purple,Winter,4.199999809265137,Yes,Bank Transfer,Express,Yes,Yes,32,Bank Transfer,Bi-Weekly,Good
234,19,Male,Sweater,Clothing,83,Arizona,XL,Yellow,Fall,4.5,Yes,PayPal,Next Day Air,Yes,Yes,27,Bank Transfer,Every 3 Months,Very_Good
235,20,Male,Gloves,Accessories,39,South Dakota,S,Silver,Summer,3.700000047683716,Yes,PayPal,Next Day Air,Yes,Yes,24,Credit Card,Weekly,Good
236,43,Male,Sunglasses,Accessories,89,New Jersey,M,Cyan,Winter,3.700000047683716,Yes,Cash,Free Shipping,Yes,Yes,31,Debit Card,Quarterly,Good
237,38,Male,Coat,Outerwear,68,North Dakota,L,Green,Winter,3.4000000953674316,Yes,Debit Card,Next Day Air,Yes,Yes,39,PayPal,Fortnightly,Good
238,50,Male,Dress,Clothing,90,Iowa,M,Beige,Summer,3.0,Yes,Venmo,Store Pickup,Yes,Yes,36,Debit Card,Fortnightly,Bad
239,64,Male,Skirt,Clothing,34,Ohio,M,Peach,Fall,4.199999809265137,Yes,Debit Card,Free Shipping,Yes,Yes,5,Cash,Annually,Good
240,49,Male,Pants,Clothing,51,Vermont,L,Yellow,Summer,2.9000000953674316,Yes,PayPal,Express,Yes,Yes,47,Credit Card,Bi-Weekly,Bad
241,47,Male,Sweater,Clothing,45,Montana,XL,Turquoise,Winter,3.5,Yes,Credit Card,Free Shipping,Yes,Yes,29,Bank Transfer,Fortnightly,Good
242,36,Male,Hoodie,Clothing,88,Delaware,M,Peach,Winter,4.099999904632568,Yes,PayPal,Free Shipping,Yes,Yes,43,Venmo,Bi-Weekly,Good
243,55,Male,Coat,Outerwear,85,New York,L,Gray,Summer,4.300000190734863,Yes,Credit Card,Store Pickup,Yes,Yes,40,Debit Card,Every 3 Months,Good
244,25,Male,Jewelry,Accessories,100,Kentucky,M,Olive,Winter,2.799999952316284,Yes,Credit Card,2-Day Shipping,Yes,Yes,4,Debit Card,Monthly,Bad
245,53,Male,Belt,Accessories,42,Oregon,S,Indigo,Spring,4.900000095367432,Yes,Debit Card,2-Day Shipping,Yes,Yes,39,PayPal,Weekly,Very_Good
246,49,Male,Sandals,Footwear,53,Rhode Island,L,Charcoal,Summer,3.299999952316284,Yes,Cash,Next Day Air,Yes,Yes,45,Venmo,Fortnightly,Good
247,35,Male,Sunglasses,Accessories,86,Nevada,XL,Beige,Spring,3.200000047683716,Yes,Credit Card,Express,Yes,Yes,20,Venmo,Bi-Weekly,Good
248,29,Male,Sweater,Clothing,66,Montana,XL,Brown,Spring,4.400000095367432,Yes,Credit Card,Standard,Yes,Yes,14,Debit Card,Weekly,Good
249,47,Male,Belt,Accessories,100,Pennsylvania,M,Blue,Winter,4.800000190734863,Yes,Venmo,Express,Yes,Yes,33,PayPal,Weekly,Very_Good
250,53,Male,Handbag,Accessories,47,Alaska,S,Teal,Fall,4.199999809265137,Yes,Cash,Standard,Yes,Yes,18,Credit Card,Annually,Good
251,33,Male,Skirt,Clothing,25,Mississippi,L,Black,Fall,4.0,Yes,Debit Card,Express,Yes,Yes,9,Bank Transfer,Weekly,Good
253,32,Male,Shorts,Clothing,41,Delaware,M,Violet,Summer,3.9000000953674316,Yes,Cash,Free Shipping,Yes,Yes,33,Venmo,Fortnightly,Good
254,52,Male,Boots,Footwear,73,Oklahoma,L,Cyan,Winter,4.900000095367432,Yes,PayPal,2-Day Shipping,Yes,Yes,15,Bank Transfer,Bi-Weekly,Very_Good
255,67,Male,Sunglasses,Accessories,42,Indiana,M,White,Winter,3.5,Yes,Credit Card,Store Pickup,Yes,Yes,4,PayPal,Bi-Weekly,Good
256,43,Male,Scarf,Accessories,20,Maryland,M,Charcoal,Spring,4.199999809265137,Yes,Debit Card,Free Shipping,Yes,Yes,25,Debit Card,Annually,Good
257,58,Male,Jewelry,Accessories,30,South Dakota,XL,Violet,Spring,4.699999809265137,Yes,Venmo,Express,Yes,Yes,20,Credit Card,Every 3 Months,Very_Good
258,20,Male,Handbag,Accessories,53,West Virginia,M,Red,Summer,4.5,Yes,PayPal,Express,Yes,Yes,5,Credit Card,Quarterly,Very_Good
259,61,Male,Gloves,Accessories,74,Alabama,S,Lavender,Spring,2.799999952316284,Yes,Venmo,Express,Yes,Yes,16,Cash,Quarterly,Bad
260,32,Male,Jeans,Clothing,57,Louisiana,M,Gold,Fall,2.9000000953674316,Yes,Credit Card,Standard,Yes,Yes,13,Debit Card,Annually,Bad
261,38,Male,Hat,Accessories,57,Montana,S,Red,Winter,3.200000047683716,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,11,Credit Card,Every 3 Months,Good
262,21,Male,Jeans,Clothing,77,California,L,Magenta,Winter,4.900000095367432,Yes,Cash,Standard,Yes,Yes,21,Credit Card,Annually,Very_Good
263,37,Male,Pants,Clothing,40,Hawaii,M,Teal,Summer,3.700000047683716,Yes,Cash,Next Day Air,Yes,Yes,6,Debit Card,Annually,Good
264,27,Male,Shorts,Clothing,46,Iowa,M,Purple,Summer,4.300000190734863,Yes,Credit Card,Store Pickup,Yes,Yes,29,Venmo,Monthly,Good
265,36,Male,Pants,Clothing,78,Colorado,S,Charcoal,Fall,3.9000000953674316,Yes,Venmo,Store Pickup,Yes,Yes,15,Cash,Annually,Good
266,32,Male,Backpack,Accessories,59,Michigan,M,Gray,Spring,3.200000047683716,Yes,Venmo,2-Day Shipping,Yes,Yes,17,Bank Transfer,Bi-Weekly,Good
267,51,Male,Jewelry,Accessories,75,Louisiana,L,White,Summer,3.0999999046325684,Yes,Cash,Express,Yes,Yes,32,Credit Card,Weekly,Bad
268,64,Male,Sweater,Clothing,54,Maryland,M,Olive,Spring,3.9000000953674316,Yes,Venmo,2-Day Shipping,Yes,Yes,42,Venmo,Annually,Good
269,68,Male,Shoes,Footwear,42,Georgia,M,Charcoal,Spring,2.5999999046325684,Yes,Venmo,Store Pickup,Yes,Yes,21,Cash,Monthly,Bad
270,68,Male,Blouse,Clothing,44,Georgia,M,Charcoal,Winter,3.299999952316284,Yes,PayPal,Next Day Air,Yes,Yes,9,Cash,Bi-Weekly,Good
271,33,Male,Jeans,Clothing,52,North Dakota,XL,Orange,Fall,4.599999904632568,Yes,Debit Card,Free Shipping,Yes,Yes,16,Bank Transfer,Annually,Very_Good
272,65,Male,Sunglasses,Accessories,69,Maryland,XL,Yellow,Summer,4.599999904632568,Yes,Credit Card,Express,Yes,Yes,42,Credit Card,Fortnightly,Very_Good
273,48,Male,Jewelry,Accessories,26,Oregon,M,Beige,Summer,4.400000095367432,Yes,PayPal,2-Day Shipping,Yes,Yes,37,Debit Card,Bi-Weekly,Good
274,69,Male,Coat,Outerwear,33,North Dakota,S,Silver,Spring,4.199999809265137,Yes,Cash,Express,Yes,Yes,32,Debit Card,Quarterly,Good
275,59,Male,Jewelry,Accessories,32,Maryland,M,Indigo,Spring,3.0,Yes,Credit Card,Express,Yes,Yes,28,Cash,Bi-Weekly,Bad
276,48,Male,Backpack,Accessories,85,Virginia,XL,Lavender,Winter,4.0,Yes,Debit Card,Express,Yes,Yes,13,Credit Card,Weekly,Good
277,25,Male,Skirt,Clothing,30,South Dakota,XL,Turquoise,Fall,3.5,Yes,Debit Card,Express,Yes,Yes,11,Bank Transfer,Fortnightly,Good
278,29,Male,Shirt,Clothing,29,Georgia,M,Green,Winter,3.0,Yes,Credit Card,Store Pickup,Yes,Yes,36,Bank Transfer,Bi-Weekly,Bad
279,57,Male,Sweater,Clothing,95,Hawaii,M,Orange,Spring,3.700000047683716,Yes,Bank Transfer,Express,Yes,Yes,23,Debit Card,Annually,Good
280,23,Male,Sneakers,Footwear,69,Arkansas,L,Turquoise,Summer,4.0,Yes,Credit Card,Standard,Yes,Yes,37,Bank Transfer,Monthly,Good
281,45,Male,Sandals,Footwear,69,Montana,S,Cyan,Fall,4.199999809265137,Yes,Debit Card,2-Day Shipping,Yes,Yes,21,Cash,Bi-Weekly,Good
283,21,Male,Skirt,Clothing,94,Minnesota,M,Teal,Summer,3.0,Yes,Debit Card,2-Day Shipping,Yes,Yes,9,Cash,Monthly,Bad
284,32,Male,Sweater,Clothing,30,Montana,S,Maroon,Fall,3.200000047683716,Yes,Debit Card,Next Day Air,Yes,Yes,16,Venmo,Annually,Good
285,63,Male,Skirt,Clothing,45,Ohio,M,Red,Summer,3.5,Yes,PayPal,Standard,Yes,Yes,4,PayPal,Quarterly,Good
286,29,Male,Handbag,Accessories,39,Kentucky,XL,Yellow,Summer,4.800000190734863,Yes,Credit Card,Express,Yes,Yes,3,Debit Card,Bi-Weekly,Very_Good
287,27,Male,Jewelry,Accessories,51,Nebraska,L,Gray,Summer,2.5999999046325684,Yes,Cash,Store Pickup,Yes,Yes,6,Debit Card,Annually,Bad
288,56,Male,Scarf,Accessories,37,Delaware,L,Blue,Spring,3.4000000953674316,Yes,Cash,2-Day Shipping,Yes,Yes,18,Venmo,Fortnightly,Good
289,30,Male,T-shirt,Clothing,62,North Carolina,M,Lavender,Winter,3.700000047683716,Yes,Credit Card,2-Day Shipping,Yes,Yes,34,Venmo,Bi-Weekly,Good
290,49,Male,Coat,Outerwear,85,New York,M,Yellow,Fall,4.5,Yes,Debit Card,2-Day Shipping,Yes,Yes,26,Credit Card,Monthly,Very_Good
291,58,Male,T-shirt,Clothing,33,Colorado,M,Indigo,Winter,3.700000047683716,Yes,Bank Transfer,Standard,Yes,Yes,50,PayPal,Weekly,Good
292,57,Male,Dress,Clothing,26,Delaware,XL,Violet,Fall,3.299999952316284,Yes,Credit Card,Next Day Air,Yes,Yes,40,Bank Transfer,Monthly,Good
293,60,Male,Shoes,Footwear,99,Utah,M,Green,Spring,4.699999809265137,Yes,Credit Card,Free Shipping,Yes,Yes,24,Cash,Quarterly,Very_Good
294,69,Male,Handbag,Accessories,39,Connecticut,M,White,Spring,2.700000047683716,Yes,PayPal,Express,Yes,Yes,33,PayPal,Annually,Bad
295,70,Male,Skirt,Clothing,20,New Jersey,M,Gold,Spring,4.599999904632568,Yes,Cash,Store Pickup,Yes,Yes,19,Credit Card,Every 3 Months,Very_Good
296,53,Male,Sunglasses,Accessories,42,West Virginia,M,Indigo,Winter,2.700000047683716,Yes,Venmo,Store Pickup,Yes,Yes,24,Credit Card,Quarterly,Bad
297,25,Male,Sandals,Footwear,74,Indiana,S,Lavender,Spring,4.800000190734863,Yes,PayPal,2-Day Shipping,Yes,Yes,19,Credit Card,Weekly,Very_Good
298,48,Male,Shoes,Footwear,26,Delaware,XL,Purple,Summer,4.400000095367432,Yes,Bank Transfer,Standard,Yes,Yes,4,Credit Card,Bi-Weekly,Good
299,69,Male,T-shirt,Clothing,53,Maryland,M,Lavender,Winter,4.0,Yes,Cash,Standard,Yes,Yes,11,Venmo,Every 3 Months,Good
300,25,Male,Sneakers,Footwear,80,Pennsylvania,M,Maroon,Summer,3.200000047683716,Yes,Credit Card,Next Day Air,Yes,Yes,28,PayPal,Fortnightly,Good
301,29,Male,Hat,Accessories,98,Iowa,M,Teal,Spring,4.400000095367432,Yes,Cash,Store Pickup,Yes,Yes,24,PayPal,Weekly,Good
302,46,Male,Skirt,Clothing,95,Pennsylvania,M,Green,Spring,3.799999952316284,Yes,Debit Card,Standard,Yes,Yes,25,Credit Card,Every 3 Months,Good
303,37,Male,Sweater,Clothing,44,Delaware,L,Olive,Summer,3.5999999046325684,Yes,Venmo,Express,Yes,Yes,27,Bank Transfer,Every 3 Months,Good
304,20,Male,Sandals,Footwear,60,Oregon,M,Turquoise,Summer,3.299999952316284,Yes,Cash,Next Day Air,Yes,Yes,49,Venmo,Weekly,Good
305,40,Male,Dress,Clothing,84,Oregon,M,Green,Winter,3.4000000953674316,Yes,Venmo,Next Day Air,Yes,Yes,45,Credit Card,Bi-Weekly,Good
306,60,Male,Sweater,Clothing,59,Utah,M,Teal,Fall,3.5,Yes,Debit Card,2-Day Shipping,Yes,Yes,26,PayPal,Annually,Good
307,26,Male,Jacket,Outerwear,49,North Dakota,S,White,Summer,3.5999999046325684,Yes,Debit Card,Express,Yes,Yes,4,Cash,Annually,Good
308,29,Male,Gloves,Accessories,32,Florida,M,Orange,Winter,3.200000047683716,Yes,Cash,Free Shipping,Yes,Yes,3,Credit Card,Every 3 Months,Good
309,66,Male,Handbag,Accessories,29,Maryland,M,Beige,Fall,3.700000047683716,Yes,Bank Transfer,Standard,Yes,Yes,45,Venmo,Bi-Weekly,Good
310,66,Male,Dress,Clothing,22,Minnesota,M,Yellow,Spring,4.5,Yes,Bank Transfer,Standard,Yes,Yes,21,Cash,Fortnightly,Very_Good
311,56,Male,Pants,Clothing,85,Montana,M,Charcoal,Winter,4.599999904632568,Yes,Debit Card,Standard,Yes,Yes,50,Cash,Fortnightly,Very_Good
312,69,Male,Jeans,Clothing,52,Rhode Island,L,Silver,Winter,4.099999904632568,Yes,Debit Card,Store Pickup,Yes,Yes,19,Bank Transfer,Monthly,Good
313,38,Male,Pants,Clothing,89,Massachusetts,L,Green,Spring,3.4000000953674316,Yes,Bank Transfer,Next Day Air,Yes,Yes,6,PayPal,Annually,Good
314,42,Male,Dress,Clothing,77,Vermont,M,Pink,Spring,3.700000047683716,Yes,PayPal,Express,Yes,Yes,50,Credit Card,Every 3 Months,Good
315,30,Male,Pants,Clothing,24,New Jersey,M,Purple,Summer,3.299999952316284,Yes,PayPal,Store Pickup,Yes,Yes,17,Debit Card,Every 3 Months,Good
316,66,Male,Jewelry,Accessories,24,Wisconsin,XL,Orange,Spring,4.5,Yes,Venmo,Express,Yes,Yes,24,Debit Card,Annually,Very_Good
317,36,Male,Handbag,Accessories,22,California,M,Charcoal,Fall,3.299999952316284,Yes,Bank Transfer,Free Shipping,Yes,Yes,46,Venmo,Monthly,Good
318,58,Male,Sweater,Clothing,82,West Virginia,L,Teal,Fall,4.300000190734863,Yes,Bank Transfer,Standard,Yes,Yes,42,Cash,Every 3 Months,Good
320,47,Male,Shorts,Clothing,74,Maine,XL,White,Spring,2.5999999046325684,Yes,Venmo,Standard,Yes,Yes,1,Cash,Every 3 Months,Bad
321,66,Male,Jewelry,Accessories,72,Kansas,L,White,Summer,4.900000095367432,Yes,PayPal,Standard,Yes,Yes,28,Debit Card,Quarterly,Very_Good
322,41,Male,Sneakers,Footwear,36,Vermont,L,Orange,Summer,4.699999809265137,Yes,Credit Card,Free Shipping,Yes,Yes,48,Debit Card,Quarterly,Very_Good
323,41,Male,Belt,Accessories,95,Tennessee,S,Cyan,Winter,3.0,Yes,Credit Card,Standard,Yes,Yes,47,Credit Card,Monthly,Bad
324,66,Male,Hoodie,Clothing,78,Tennessee,M,Orange,Winter,3.5,Yes,Venmo,Next Day Air,Yes,Yes,29,PayPal,Bi-Weekly,Good
325,37,Male,Shirt,Clothing,82,Wyoming,M,Olive,Summer,4.800000190734863,Yes,Credit Card,Standard,Yes,Yes,37,Venmo,Quarterly,Very_Good
326,70,Male,Pants,Clothing,70,Vermont,M,Charcoal,Winter,4.300000190734863,Yes,Debit Card,Free Shipping,Yes,Yes,38,Debit Card,Annually,Good
327,62,Male,Scarf,Accessories,41,New Jersey,M,White,Fall,3.200000047683716,Yes,Cash,Store Pickup,Yes,Yes,48,Bank Transfer,Weekly,Good
328,61,Male,Coat,Outerwear,42,Iowa,M,Teal,Summer,3.0999999046325684,Yes,PayPal,Free Shipping,Yes,Yes,36,PayPal,Weekly,Bad
329,48,Male,Coat,Outerwear,50,Florida,M,Yellow,Fall,2.799999952316284,Yes,Debit Card,Free Shipping,Yes,Yes,9,Credit Card,Weekly,Bad
330,70,Male,Socks,Clothing,31,Nevada,S,White,Summer,2.9000000953674316,Yes,Debit Card,2-Day Shipping,Yes,Yes,34,Bank Transfer,Monthly,Bad
331,46,Male,Sweater,Clothing,51,North Dakota,M,Beige,Winter,3.700000047683716,Yes,Bank Transfer,Express,Yes,Yes,43,Venmo,Bi-Weekly,Good
332,31,Male,Shirt,Clothing,98,Florida,L,Beige,Fall,3.299999952316284,Yes,Credit Card,Store Pickup,Yes,Yes,46,PayPal,Quarterly,Good
